rank,ticker,sector,industry,avg_vol_30d,price,rs_score,rs_delta,rs_delta_momentum,pct_from_52w_high,pct_from_52w_low,range_position,price_vs_sma10,price_vs_sma20,price_vs_sma50,price_vs_sma200,percentile,pct_1m,pct_3m,pct_6m,pct_12m,elite_rs,elite_1m,elite_3m,elite_6m,elite_12m,elite_count,date
282,AREA,Technology,Information Technology Services,3399190,328.0,109.86,27.35,22.41,-47.9,62.4,29.4,-0.1,0.0,11.7,-8.3,41,85,83,50,11,,,,,,0,2026-09-18
283,CMRY,Consumer Defensive,Packaged Foods,2992566,4470.0,109.7,-2.62,5.74,-26.0,10.8,21.7,-1.0,-2.2,-1.9,-5.6,40,28,41,60,46,,,,,,0,2026-09-18
284,BMRI,Financial Services,Banks - Regional,124770016,4350.0,109.66,-4.22,11.67,-10.5,21.1,59.7,0.7,2.1,3.8,1.9,40,63,24,53,49,,,,,,0,2026-09-18
285,CLEO,Consumer Defensive,Beverages - Non-Alcoholic,12979843,432.0,109.51,10.68,12.28,-21.6,35.1,48.5,1.5,4.1,9.5,5.0,40,77,52,71,24,,,,,,0,2026-09-18
286,BALI,Communication Services,Telecom Services,44570,1310.0,109.41,-0.11,-4.75,-39.6,17.0,18.1,-0.7,-0.9,3.4,-2.5,40,59,37,60,35,,,,,,0,2026-09-18
287,RAJA,Utilities,Utilities - Regulated Gas,75911073,760.0,109.35,-21.94,2.14,-52.6,45.4,22.0,-5.1,-6.2,-11.0,-16.3,39,14,25,50,75,,,,,,0,2026-09-18
288,RUIS,Energy,Oil & Gas Equipment & Services,996723,200.0,109.26,1.42,16.93,-37.1,30.7,28.5,-3.1,-3.1,-2.1,-6.7,39,37,44,20,39,,,,,,0,2026-09-18
289,LAPD,,,145862470,86.0,109.17,28.99,79.35,-75.6,59.3,10.7,12.6,17.6,25.6,-15.5,39,92,81,47,35,,,,,,0,2026-09-18
290,HAJJ,Consumer Cyclical,Travel Services,8303366,115.0,108.92,10.35,10.57,-30.3,32.2,35.9,3.0,2.6,6.8,-6.4,39,63,40,43,31,,,,,,0,2026-09-18
291,TRON,Technology,Information Technology Services,25222326,103.0,108.58,3.66,-6.14,-67.6,56.1,14.7,0.7,1.5,-0.7,-26.3,39,43,30,11,50,,,,,,0,2026-09-18
292,RCCC,Industrials,Trucking,1260206,115.0,108.49,16.99,10.2,-57.4,47.4,19.3,0.2,1.3,11.5,-9.4,38,72,81,43,17,,,,,,0,2026-09-18
293,CGAS,Energy,Oil & Gas Refining & Marketing,3425556,149.0,108.42,-14.63,1.79,-33.9,14.4,19.7,-0.4,-0.7,-1.5,-8.8,38,32,21,43,58,,,,,,0,2026-09-18
294,SICO,Energy,Oil & Gas Equipment & Services,8858050,115.0,108.4,3.17,7.07,-22.1,22.3,39.1,0.0,0.6,3.4,-4.1,38,63,43,38,43,,,,,,0,2026-09-18
295,SCNP,Technology,Consumer Electronics,595366,156.0,108.22,1.0,11.07,-30.2,14.7,22.8,0.3,1.3,1.4,-3.0,38,57,34,47,33,,,,,,0,2026-09-18
296,EXCL,Communication Services,Telecom Services,7284653,2580.0,108.18,-13.61,-22.81,-42.5,12.9,13.4,-2.4,-4.6,-1.0,-13.2,38,8,28,44,45,,,,,,0,2026-09-18
297,MKPI,Real Estate,Real Estate Services,41263,21725.0,108.12,-8.65,-10.05,-11.5,6.2,31.1,-0.5,-0.9,-0.0,-1.4,37,33,33,53,37,,,,,,0,2026-09-18
298,HRUM,Basic Materials,Other Industrial Metals & Mining,22971766,895.0,107.9,-0.68,-5.61,-31.4,39.8,38.3,-3.4,-3.2,3.6,-6.4,37,44,46,25,43,,,,,,0,2026-09-18
299,IPCC,Industrials,Integrated Freight & Logistics,688490,1115.0,107.57,-12.36,5.86,-15.0,18.0,46.3,-1.4,-2.3,-4.5,-6.3,37,20,20,46,57,,,,,,0,2026-09-18
300,RELI,Financial Services,Capital Markets,53660,530.0,107.45,-0.27,11.03,-33.8,14.7,20.1,-3.8,-2.0,4.0,1.7,37,43,42,67,26,,,,,,0,2026-09-18
301,JSMR,Industrials,Infrastructure Operations,2769283,2850.0,107.43,7.22,14.02,-26.2,10.9,21.7,-3.0,-1.8,1.7,-6.0,36,52,45,42,36,,,,,,0,2026-09-18
302,APLI,Consumer Cyclical,Packaging & Containers,548140,286.0,107.2,-3.08,-7.21,-34.0,58.1,41.7,1.5,3.3,9.5,4.6,36,73,51,78,18,,,,,,0,2026-09-18
303,IKAN,Consumer Defensive,Farm Products,29043006,91.0,107.09,0.31,7.79,-37.7,44.4,33.7,0.8,1.2,4.8,-5.5,36,57,67,49,15,,,,,,0,2026-09-18
304,DNAR,Financial Services,Banks - Regional,1754153,131.0,106.97,-6.61,-9.54,-47.2,45.6,25.9,-1.9,-0.2,5.0,-9.0,36,46,55,49,52,,,,,,0,2026-09-18
305,BBNI,Financial Services,Banks - Regional,37337446,3740.0,106.79,1.23,12.77,-12.2,24.3,58.3,-2.0,-1.6,2.3,-1.7,36,55,26,56,38,,,,,,0,2026-09-18
306,NCKL,Basic Materials,Other Industrial Metals & Mining,50176783,940.0,106.71,-3.3,-2.42,-35.8,27.1,27.6,-0.5,-1.1,3.5,-8.0,35,42,41,17,38,,,,,,0,2026-09-18
307,ACES,Consumer Cyclical,Specialty Retail,22245660,352.0,106.6,-3.15,5.69,-16.1,22.8,49.1,-0.6,-1.0,-0.6,-0.4,35,36,32,57,31,,,,,,0,2026-09-18
308,CEKA,Consumer Defensive,Packaged Foods,32573,2200.0,106.43,-5.13,-1.47,-12.5,14.6,47.1,0.2,0.3,0.4,-0.4,35,36,25,62,34,,,,,,0,2026-09-18
309,TFAS,Industrials,Staffing & Employment Services,525100,186.0,106.36,-2.86,7.68,-54.6,36.8,18.2,-0.5,0.0,-0.2,-16.7,35,44,14,25,73,,,,,,0,2026-09-18
310,NRCA,Industrials,Engineering & Construction,8352323,610.0,106.26,5.47,17.45,-66.8,72.3,17.2,8.8,6.7,15.4,-17.4,35,73,74,70,22,,,,,,0,2026-09-18
311,MINE,Basic Materials,Other Industrial Metals & Mining,2789173,306.0,106.09,36.12,30.24,-49.0,53.0,26.5,6.5,14.8,26.6,-9.9,34,89,84,21,10,,,,,,0,2026-09-18
312,JECC,Industrials,Electrical Equipment & Parts,287413,845.0,105.97,21.17,21.72,-35.5,91.5,46.4,8.4,18.8,27.4,2.6,34,90,59,55,18,,,,,,0,2026-09-18
313,OBMD,Basic Materials,Specialty Chemicals,1728093,204.0,105.81,6.89,12.25,-40.0,32.5,26.9,3.6,4.9,6.4,-10.8,34,60,71,21,17,,,,,,0,2026-09-18
314,BLOG,Industrials,Integrated Freight & Logistics,493213,364.0,105.77,-1.19,,-34.9,16.0,20.5,-1.5,-3.1,-1.8,-3.1,34,21,43,65,20,,,,,,0,2026-09-18
315,ICBP,Consumer Defensive,Packaged Foods,5563050,6950.0,105.65,-10.09,-20.84,-27.7,20.4,30.7,-2.4,-5.9,-3.8,-3.7,34,11,42,54,26,,,,,,0,2026-09-18
316,MBMA,Basic Materials,Other Industrial Metals & Mining,140386236,520.0,105.48,6.96,12.27,-42.5,22.6,20.0,-0.2,-2.9,-0.9,-13.9,33,43,21,16,64,,,,,,0,2026-09-18
317,MINA,Consumer Cyclical,Lodging,61770216,250.0,105.36,-30.39,51.15,-60.6,58.2,19.3,-7.1,-8.5,-8.7,-24.5,33,13,6,31,74,,,,,,0,2026-09-18
318,NISP,Financial Services,Banks - Regional,4360943,1265.0,105.31,-4.55,3.06,-17.2,12.9,35.5,0.0,0.6,1.0,-4.5,33,41,25,37,40,,,,,,0,2026-09-18
319,IDPR,Industrials,Engineering & Construction,101153,268.0,105.12,-2.68,33.43,-58.7,13.6,7.8,-2.6,-1.3,-4.6,-6.6,33,54,11,38,54,,,,,,0,2026-09-18
320,KONI,Consumer Cyclical,Specialty Retail,36166,2090.0,105.06,-20.38,43.83,-44.7,45.6,27.9,-1.2,-3.3,-11.7,-8.4,32,8,2,87,53,,,,,,0,2026-09-18
321,KEEN,Utilities,Utilities - Independent Power Producers,9219216,860.0,104.97,-7.33,3.19,-32.4,17.4,23.6,-7.3,-5.3,-2.6,-8.4,32,31,29,35,54,,,,,,0,2026-09-18
322,MSKY,Communication Services,Entertainment,57363406,69.0,104.84,0.36,-9.06,-42.0,23.2,20.6,-1.6,2.5,6.6,-8.7,32,62,43,44,26,,,,,,0,2026-09-18
323,DGWG,Basic Materials,Agricultural Inputs,13131883,328.0,104.79,4.36,-6.71,-40.7,19.7,19.4,-2.3,-3.7,4.5,-6.3,32,42,47,28,29,,,,,,0,2026-09-18
324,MAIN,Consumer Defensive,Packaged Foods,1635496,670.0,104.76,0.63,13.93,-33.5,9.8,15.1,-1.7,-0.9,-1.8,-10.3,32,37,12,38,55,,,,,,0,2026-09-18
325,GHON,Communication Services,Telecom Services,16670,1660.0,104.72,-2.52,7.82,-28.8,9.2,17.3,-0.7,0.7,2.0,-3.9,31,52,17,42,42,,,,,,0,2026-09-18
326,TOWR,Real Estate,Real Estate Services,73946183,442.0,104.68,9.33,12.75,-28.0,39.9,42.3,-2.5,-2.3,5.3,-4.9,31,58,48,51,22,,,,,,0,2026-09-18
327,TCID,Consumer Defensive,Household & Personal Products,11286,2580.0,104.35,-4.2,7.77,-36.8,7.1,10.2,-0.8,-2.0,-4.3,-9.8,31,23,19,39,50,,,,,,0,2026-09-18
328,VAST,Real Estate,Real Estate Services,10009253,124.0,104.34,15.7,28.23,-39.2,25.3,23.8,7.0,7.9,7.7,-4.9,31,66,36,68,22,,,,,,0,2026-09-18
329,AWAN,Communication Services,Internet Content & Information,1261206,162.0,104.22,1.29,-7.1,-40.0,20.9,20.6,-1.0,-2.2,2.4,-3.6,31,35,57,63,15,,,,,,0,2026-09-18
330,WIRG,Technology,Information Technology Services,235476840,76.0,104.11,14.44,-4.89,-58.0,52.0,19.8,-0.9,0.1,16.5,-2.8,30,70,79,46,4,,,,,,0,2026-09-18
331,BBTN,Financial Services,Banks - Regional,15954960,1170.0,104.08,-7.57,8.98,-21.5,11.4,27.3,-3.1,-3.8,-3.9,-5.9,30,24,16,47,37,,,,,,0,2026-09-18
332,ASBI,Financial Services,Insurance - Diversified,146340,400.0,103.93,-8.07,7.32,-26.3,4.0,9.7,-0.1,-1.2,-3.5,-5.3,30,29,19,58,40,,,,,,0,2026-09-18
333,KLIN,Consumer Cyclical,Home Improvement Retail,365516,122.0,103.93,20.17,22.46,-37.4,28.4,27.0,1.7,3.3,6.3,-13.3,30,61,65,37,21,,,,,,0,2026-09-18
334,KLAS,Industrials,Marine Shipping,10921196,84.0,103.46,10.32,-1.62,-46.8,61.5,30.2,-0.1,-0.9,7.5,-6.4,30,54,60,66,14,,,,,,0,2026-09-18
335,BBCA,Financial Services,Banks - Regional,110457950,6350.0,103.44,-2.03,2.76,-23.0,31.4,44.4,-2.1,-2.1,-0.4,-4.8,29,45,34,54,29,,,,,,0,2026-09-18
336,BOBA,Consumer Defensive,Packaged Foods,1407233,206.0,103.28,-20.1,32.6,-42.5,39.3,27.7,-3.0,-2.9,-7.4,-4.4,29,19,0,82,60,,,,,,0,2026-09-18
337,MAYA,Financial Services,Banks - Regional,840510,195.0,103.27,-8.87,-4.97,-40.2,18.2,18.6,-1.1,-1.7,-1.4,-6.1,29,30,30,55,33,,,,,,0,2026-09-18
338,BTPS,Financial Services,Banks - Regional,2432260,1035.0,102.97,2.62,16.27,-26.9,21.1,32.0,-1.1,1.8,2.9,-2.5,29,59,29,65,25,,,,,,0,2026-09-18
339,PART,Consumer Cyclical,Auto Parts,25475080,111.0,102.72,4.68,23.81,-47.1,69.0,31.4,5.3,2.9,6.5,-2.9,28,78,31,27,36,,,,,,0,2026-09-18
340,UNVR,Consumer Defensive,Household & Personal Products,17145026,1640.0,102.43,-19.43,-17.55,-36.4,18.6,21.4,-0.6,-3.7,-4.9,-13.0,28,10,23,42,51,,,,,,0,2026-09-18
341,BYAN,Energy,Thermal Coal,1594423,11525.0,102.42,-40.6,-81.07,-36.4,24.0,25.3,-7.6,-15.3,-10.0,-12.6,28,0,65,32,16,,,,,,0,2026-09-18
342,MIKA,Healthcare,Medical Care Facilities,4381090,1750.0,102.42,8.02,10.23,-32.6,25.4,29.5,-5.6,-5.9,-2.9,-12.4,28,35,53,29,28,,,,,,0,2026-09-18
343,NAIK,Basic Materials,Building Materials,7210586,93.0,102.25,11.6,17.24,-34.4,32.9,32.0,-1.1,-0.6,3.4,-6.5,28,56,47,58,15,,,,,,0,2026-09-18
344,ASII,Industrials,Conglomerates,46217280,4900.0,102.21,3.83,21.26,-30.4,12.4,20.1,0.0,0.7,-0.4,-12.9,27,49,31,29,41,,,,,,0,2026-09-18
345,AVIA,Basic Materials,Specialty Chemicals,12279643,342.0,102.21,1.16,3.78,-32.0,18.8,25.1,-4.0,-4.4,0.6,-10.8,27,35,38,32,33,,,,,,0,2026-09-18
346,SAME,Healthcare,Medical Care Facilities,1292066,302.0,102.18,-7.68,4.57,-29.4,5.6,11.3,-0.9,-1.5,-0.2,-9.6,27,55,27,60,34,,,,,,0,2026-09-18
347,MTMH,Healthcare,Medical Care Facilities,17006,950.0,102.13,-5.44,-1.98,-31.5,6.7,12.1,-0.2,-1.6,0.5,-7.3,27,50,22,51,35,,,,,,0,2026-09-18
348,PWON,Real Estate,Real Estate - Diversified,49565406,270.0,101.78,9.29,16.26,-27.3,17.7,28.6,-1.2,-0.9,1.4,-10.6,27,57,46,27,25,,,,,,0,2026-09-18
349,AMMN,Basic Materials,Other Precious Metals & Mining,73068336,4900.0,101.77,13.96,2.52,-40.1,69.0,37.9,1.6,6.1,14.5,-7.3,26,79,67,23,16,,,,,,0,2026-09-18
350,GPRA,Real Estate,Real Estate - Development,134621513,105.0,101.74,-4.36,-7.36,-29.3,10.5,18.6,-0.3,-2.8,-0.6,-7.2,26,19,38,56,22,,,,,,0,2026-09-18
351,BUVA,Consumer Cyclical,Lodging,87913256,685.0,101.28,-54.39,218.58,-68.4,103.9,19.0,-5.3,-6.9,-13.3,-36.3,26,18,5,10,82,,,,,,0,2026-09-18
352,TOBA,Energy,Thermal Coal,20725480,535.0,101.2,17.94,14.29,-61.7,70.4,20.4,-4.0,-6.2,4.4,-9.9,26,54,76,36,5,,,,,,0,2026-09-18
353,BBLD,Financial Services,Credit Services,174833,670.0,101.05,13.69,16.82,-30.7,28.8,33.6,0.0,-1.3,7.1,-9.0,26,72,54,19,25,,,,,,0,2026-09-18
354,CSRA,Consumer Defensive,Farm Products,358170,755.0,100.98,4.36,21.64,-29.8,13.5,22.0,-1.1,-1.6,-1.0,-12.7,25,45,21,23,44,,,,,,0,2026-09-18
355,ASRI,Real Estate,Real Estate - Development,16233446,125.0,100.71,-4.15,-1.98,-33.3,30.6,31.9,-1.4,-1.0,1.5,-8.7,25,22,48,38,20,,,,,,0,2026-09-18
356,FMII,Real Estate,Real Estate - Development,22496,254.0,100.51,-2.79,6.6,-41.5,23.3,21.1,0.4,0.2,1.1,-2.8,25,37,29,65,21,,,,,,0,2026-09-18
357,DOID,Energy,Thermal Coal,4634730,236.0,100.5,14.98,12.88,-37.9,24.2,24.2,-5.0,-1.9,5.5,-9.7,25,75,58,24,17,,,,,,0,2026-09-18
358,DILD,Real Estate,Real Estate - Development,19084840,116.0,100.49,-2.39,4.94,-28.8,11.5,20.3,-2.4,-3.1,-1.2,-8.9,24,37,26,39,29,,,,,,0,2026-09-18
359,GEMS,Energy,Thermal Coal,120506,7150.0,100.46,7.15,8.76,-22.9,26.5,41.4,-4.6,-0.9,5.1,-6.2,24,66,36,31,25,,,,,,0,2026-09-18
360,TRGU,Consumer Defensive,Packaged Foods,944870,166.0,100.43,-2.34,5.0,-18.6,3.8,13.6,-4.3,-4.3,-1.4,-9.1,24,37,18,40,34,,,,,,0,2026-09-18
361,INDO,Consumer Cyclical,Lodging,29057886,183.0,100.37,-8.52,-11.5,-64.8,28.9,10.8,-1.4,-0.7,2.9,-18.6,24,36,45,47,26,,,,,,0,2026-09-18
362,TBIG,Communication Services,Telecom Services,661646,1430.0,100.28,-1.75,-11.62,-47.4,13.3,11.5,-3.4,-3.0,-0.4,-12.9,24,33,33,49,26,,,,,,0,2026-09-18
363,GIAA,Industrials,Airlines,347792590,63.0,100.23,-15.74,-46.21,-50.0,26.0,17.1,-2.9,-4.9,2.6,-15.2,23,4,41,26,39,,,,,,0,2026-09-18
364,HERO,Consumer Cyclical,Department Stores,210880,338.0,100.14,13.86,21.05,-56.4,13.4,8.4,0.3,0.6,0.2,-15.2,23,37,36,30,32,,,,,,0,2026-09-18
365,PNBN,Financial Services,Banks - Regional,1748890,885.0,99.98,-5.18,5.1,-25.5,11.7,23.4,-2.3,-1.9,-1.5,-7.5,23,30,26,44,28,,,,,,0,2026-09-18
366,BMTR,Communication Services,Entertainment,61968880,116.0,99.42,6.36,16.12,-39.9,13.7,15.4,-0.1,0.3,0.2,-13.7,23,37,23,41,27,,,,,,0,2026-09-18
367,CTRA,Real Estate,Real Estate - Development,11331583,595.0,99.05,1.24,-5.4,-35.5,19.8,23.1,-3.6,-4.4,-0.7,-11.5,23,18,51,37,12,,,,,,0,2026-09-18
368,PGAS,Utilities,Utilities - Regulated Gas,31745053,1495.0,98.99,-5.45,4.15,-34.2,9.5,14.3,-2.0,-2.2,-1.2,-12.2,22,32,19,12,41,,,,,,0,2026-09-18
369,ZYRX,Technology,Computer Hardware,1065480,129.0,98.96,-10.08,-9.59,-28.6,11.2,20.1,-0.2,-0.5,0.6,-8.9,22,35,18,40,33,,,,,,0,2026-09-18
370,PPRE,Industrials,Engineering & Construction,40453713,105.0,98.95,-12.99,30.84,-62.0,50.0,17.0,-0.8,-1.2,-0.8,-22.0,22,47,25,5,49,,,,,,0,2026-09-18
371,PBSA,Industrials,Engineering & Construction,1735610,740.0,98.41,-51.48,-74.45,-70.4,31.8,9.2,-4.1,-7.5,-5.5,-31.6,22,3,47,10,44,,,,,,0,2026-09-18
372,WIFI,Communication Services,Telecom Services,30282346,1940.0,97.94,0.72,3.65,-54.3,42.3,20.0,-3.9,-5.2,-2.0,-19.0,22,12,57,40,19,,,,,,0,2026-09-18
373,DWGL,Energy,Thermal Coal,10736963,226.0,97.92,-48.3,-95.6,-76.2,5.6,1.6,-4.0,-11.4,-20.0,-19.0,21,0,10,56,43,,,,,,0,2026-09-18
374,ATIC,Technology,Information Technology Services,76256,458.0,97.6,-13.24,-1.03,-44.1,9.0,9.5,-1.2,-1.6,-2.2,-16.6,21,32,21,28,48,,,,,,0,2026-09-18
375,IMAS,Consumer Cyclical,Auto & Truck Dealerships,432686,875.0,97.51,1.81,11.91,-36.5,15.0,18.4,-3.4,-2.6,0.5,-13.0,21,46,29,28,27,,,,,,0,2026-09-18
376,TLKM,Communication Services,Telecom Services,92616416,2590.0,96.94,-7.54,2.0,-28.9,19.2,28.4,-1.9,-1.2,-1.2,-10.3,21,37,15,36,36,,,,,,0,2026-09-18
377,ARTA,Consumer Cyclical,Lodging,3633,2340.0,96.92,2.3,21.71,-39.2,20.3,20.7,1.9,2.5,-1.6,-11.4,20,49,37,14,23,,,,,,0,2026-09-18
378,PURI,Real Estate,Real Estate - Development,7798476,158.0,96.92,15.32,29.46,-85.8,33.9,4.0,-0.4,2.5,9.7,-18.7,20,76,52,41,31,,,,,,0,2026-09-18
379,SULI,Basic Materials,Lumber & Wood Production,29830570,87.0,96.69,0.68,-6.79,-48.2,19.2,14.7,-1.2,-2.7,-2.4,-17.8,20,16,39,17,29,,,,,,0,2026-09-18
380,OKAS,Basic Materials,Specialty Chemicals,14792426,115.0,96.58,-0.72,-8.86,-67.3,45.6,13.2,-3.1,-4.4,2.6,-5.6,20,29,40,59,4,,,,,,0,2026-09-18
381,IKPM,Healthcare,Pharmaceutical Retailers,629830,179.0,96.51,-8.57,-10.12,-36.5,4.7,7.2,-3.7,-6.1,-5.4,-15.6,20,11,19,21,38,,,,,,0,2026-09-18
382,CUAN,Energy,Thermal Coal,556868396,945.0,96.44,22.44,0.46,-65.9,94.4,20.1,0.7,6.2,21.8,-27.5,19,75,78,13,11,,,,,,0,2026-09-18
383,FLMC,Consumer Defensive,Household & Personal Products,6969383,105.0,96.36,16.82,8.49,-67.4,101.9,19.6,-14.3,0.8,27.3,-18.7,19,93,60,25,17,,,,,,0,2026-09-18
384,LIVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",6964826,185.0,96.17,-15.42,2.78,-46.5,11.4,10.6,-2.0,-2.8,-7.5,-16.7,19,13,4,22,47,,,,,,0,2026-09-18
385,LOPI,Industrials,Integrated Freight & Logistics,18854270,63.0,95.93,-8.78,-29.88,-67.9,37.0,11.3,0.6,-10.5,-6.4,-42.0,19,2,38,6,55,,,,,,0,2026-09-18
386,KRAS,Basic Materials,Steel,5201456,232.0,95.81,6.72,20.37,-45.3,39.8,25.6,-3.8,-2.3,0.6,-18.6,19,50,49,15,28,,,,,,0,2026-09-18
387,YUPI,Consumer Defensive,Confectioners,98420,1305.0,95.59,1.24,4.88,-32.2,10.5,16.7,-0.8,-3.0,-0.8,-9.9,18,50,11,34,30,,,,,,0,2026-09-18
388,PPRI,Consumer Cyclical,Packaging & Containers,13009693,173.0,95.5,13.65,22.16,-66.1,51.8,14.9,-2.6,8.3,13.7,-17.8,18,84,57,26,16,,,,,,0,2026-09-18
389,NIKL,Industrials,Metal Fabrication,11326980,222.0,95.46,23.93,40.42,-52.8,30.6,17.3,-2.9,3.5,10.8,-23.3,18,79,38,11,42,,,,,,0,2026-09-18
390,SNLK,Consumer Cyclical,Lodging,15867160,258.0,95.24,12.62,9.4,-45.8,20.6,16.8,6.8,10.1,13.1,-9.2,18,72,55,30,7,,,,,,0,2026-09-18
391,CASS,Industrials,Airports & Air Services,371740,1850.0,94.79,-7.15,-1.22,-37.9,8.8,11.7,0.5,-0.0,-0.8,-11.5,18,32,36,24,20,,,,,,0,2026-09-18
392,MIDI,Consumer Defensive,Grocery Stores,9479233,268.0,94.68,1.33,8.42,-39.9,7.3,9.3,-1.3,-2.3,-3.9,-12.2,17,27,15,68,13,,,,,,0,2026-09-18
393,SILO,Healthcare,Medical Care Facilities,576810,1995.0,94.49,-25.11,-32.71,-30.7,8.1,14.5,-3.6,-6.5,-8.4,-18.1,17,6,9,17,40,,,,,,0,2026-09-18
394,FWCT,Basic Materials,Lumber & Wood Production,5578290,91.0,94.3,3.73,-3.84,-45.2,49.2,28.6,-0.3,-0.2,0.5,-16.7,17,44,56,15,12,,,,,,0,2026-09-18
395,SMBR,Basic Materials,Building Materials,14298860,178.0,94.07,11.14,6.28,-41.4,34.8,26.8,2.2,3.0,7.3,-17.1,17,64,55,18,11,,,,,,0,2026-09-18
396,BSDE,Real Estate,Real Estate - Development,21275140,640.0,93.83,8.89,7.05,-43.4,18.5,16.9,-1.2,-0.9,5.6,-14.7,16,59,39,31,9,,,,,,0,2026-09-18
397,KLBF,Healthcare,Drug Manufacturers - General,79456680,775.0,93.79,5.86,3.26,-40.1,16.5,17.5,1.6,-0.4,1.7,-15.9,16,26,42,21,15,,,,,,0,2026-09-18
398,HUMI,Industrials,Marine Shipping,59398526,129.0,93.75,-51.49,-71.66,-63.7,37.4,13.4,-5.9,-8.6,-6.6,-29.6,16,4,25,7,22,,,,,,0,2026-09-18
399,CPIN,Consumer Defensive,Farm Products,44780696,3120.0,92.87,10.15,16.39,-37.5,5.4,7.9,-2.3,0.0,-0.2,-17.6,16,53,15,39,25,,,,,,0,2026-09-18
400,MHKI,Industrials,Waste Management,5646113,130.0,92.7,5.23,16.52,-57.4,41.5,17.9,-5.0,-7.4,-4.9,-25.3,16,26,34,10,31,,,,,,0,2026-09-18
401,SMDM,Real Estate,Real Estate - Development,45473,540.0,92.63,2.49,11.57,-57.1,20.5,11.3,-1.5,-1.4,-3.1,-17.2,15,28,39,33,14,,,,,,0,2026-09-18
402,MLPL,Consumer Cyclical,Department Stores,28706483,87.0,92.37,-8.14,-13.25,-64.6,24.3,9.7,-3.7,-5.1,-5.9,-19.0,15,12,34,41,10,,,,,,0,2026-09-18
403,SMRA,Real Estate,Real Estate - Development,27941200,290.0,92.34,-16.29,-21.82,-36.4,14.3,18.0,-9.5,-9.3,-8.9,-13.4,15,5,20,29,16,,,,,,0,2026-09-18
404,CYBR,Technology,Software - Infrastructure,26996236,520.0,92.12,-10.37,0.69,-44.1,8.9,9.4,-0.7,-2.3,-6.5,-22.1,15,15,5,18,53,,,,,,0,2026-09-18
405,AMRT,Consumer Defensive,Grocery Stores,33334086,1325.0,91.89,-5.69,-7.3,-39.3,18.8,19.7,1.9,-0.5,-2.3,-13.0,15,19,17,37,14,,,,,,0,2026-09-18
406,BABY,Consumer Cyclical,Apparel Retail,9698453,202.0,91.74,4.65,11.71,-62.2,94.2,22.7,-3.0,-4.5,0.8,-15.4,14,18,24,33,13,,,,,,0,2026-09-18
407,CHEK,Healthcare,Medical Distribution,1813196,130.0,91.3,-11.89,,-36.3,17.1,20.4,-1.0,-2.1,-1.3,-8.4,14,22,13,50,14,,,,,,0,2026-09-18
408,BBYB,Financial Services,Banks - Regional,37281703,244.0,91.24,-1.35,8.23,-58.6,27.1,13.1,-4.4,-4.9,-2.7,-24.7,14,26,29,20,21,,,,,,0,2026-09-18
409,PTIS,Industrials,Marine Shipping,208503,266.0,90.84,-1.07,2.76,-40.1,11.8,13.6,2.4,2.7,0.8,-12.5,14,58,14,48,18,,,,,,0,2026-09-18
410,JIHD,Consumer Cyclical,Lodging,458730,430.0,90.4,-4.18,1.9,-43.0,20.1,18.1,-3.8,-3.2,-1.5,-15.2,14,31,19,28,11,,,,,,0,2026-09-18
411,PSAT,Industrials,Marine Shipping,94660,860.0,90.35,-1.89,,-40.3,22.0,21.1,-2.4,-3.2,-1.2,-12.6,13,25,24,41,9,,,,,,0,2026-09-18
412,PYFA,Healthcare,Drug Manufacturers - Specialty & Generic,28577673,254.0,89.99,26.89,34.68,-60.6,48.5,17.5,-2.5,0.6,11.7,-23.9,13,82,68,13,6,,,,,,0,2026-09-18
413,JSPT,Real Estate,Real Estate Services,28723,1480.0,89.8,13.99,13.49,-64.3,35.2,12.6,2.8,4.2,5.0,-21.9,13,60,45,68,4,,,,,,0,2026-09-18
414,PALM,Financial Services,Asset Management,279676,290.0,89.6,-0.17,14.43,-34.6,11.8,16.7,-1.2,-1.2,-1.8,-15.8,13,42,11,19,19,,,,,,0,2026-09-18
415,IFSH,Basic Materials,Other Industrial Metals & Mining,15523,935.0,89.31,-21.17,-4.18,-70.7,23.6,7.3,-10.7,-11.8,-16.6,-39.5,12,2,1,0,68,,,,,,0,2026-09-18
416,BUKA,Consumer Cyclical,Internet Retail,182852503,105.0,89.2,-0.96,-0.4,-46.2,10.5,10.0,-3.8,-4.5,-5.7,-22.4,12,11,28,22,11,,,,,,0,2026-09-18
417,PADI,Financial Services,Capital Markets,369625343,67.0,89.1,-17.28,-12.5,-66.3,20.3,7.9,-5.4,-6.9,-7.0,-36.0,12,23,10,7,28,,,,,,0,2026-09-18
418,SCMA,Communication Services,Broadcasting,43981413,196.0,89.09,-14.43,-11.3,-53.8,9.5,6.9,-1.9,-3.4,-3.8,-22.2,12,24,22,38,15,,,,,,0,2026-09-18
419,FUJI,Financial Services,Credit Services,5003866,294.0,88.96,33.53,30.97,-69.1,56.4,13.9,16.2,4.6,24.0,-28.6,12,94,44,20,20,,,,,,0,2026-09-18
420,LINK,Communication Services,Telecom Services,43453,1640.0,88.94,-4.58,-17.17,-66.5,49.1,14.2,-1.7,3.2,10.1,-24.1,11,64,49,33,6,,,,,,0,2026-09-18
